"","carrier","flight","tailnum","origin","dest","distance","departure","scheduled_departure","arrival","scheduled_arrival"
"141","US",2140,"N959UW","LGA","BOS",184,"29.03.2013 18:52:00 Uhr","29.03.2013 19:00:00 Uhr","29.03.2013 19:55:00 Uhr","29.03.2013 20:12:00 Uhr"
"142","UA",1563,"N75425","EWR","MCO",937,"27.04.2013 20:29:00 Uhr","27.04.2013 20:29:00 Uhr","27.04.2013 23:04:00 Uhr","27.04.2013 23:26:00 Uhr"
"143","US",1447,"N748UW","JFK","CLT",541,"23.05.2013 06:08:00 Uhr","23.05.2013 06:15:00 Uhr","23.05.2013 07:50:00 Uhr","23.05.2013 08:08:00 Uhr"
"144","AA",181,"N335AA","JFK","LAX",2475,"31.05.2013 17:01:00 Uhr","31.05.2013 17:00:00 Uhr","31.05.2013 20:11:00 Uhr","31.05.2013 20:25:00 Uhr"
"145","UA",497,"N833UA","EWR","SFO",2565,"23.12.2013 08:06:00 Uhr","23.12.2013 07:51:00 Uhr","23.12.2013 11:31:00 Uhr","23.12.2013 11:37:00 Uhr"
"146","DL",1547,"N687DL","LGA","ATL",762,"15.04.2013 06:58:00 Uhr","15.04.2013 07:00:00 Uhr","15.04.2013 09:35:00 Uhr","15.04.2013 09:31:00 Uhr"
"147","9E",3300,"N913XJ","JFK","DCA",213,"15.05.2013 08:37:00 Uhr","15.05.2013 08:40:00 Uhr","15.05.2013 09:46:00 Uhr","15.05.2013 10:12:00 Uhr"
"148","UA",703,"N554UA","JFK","LAX",2475,"05.09.2013 11:34:00 Uhr","05.09.2013 11:25:00 Uhr","05.09.2013 13:51:00 Uhr","05.09.2013 14:25:00 Uhr"
"149","AA",1711,"N3FVAA","JFK","ORD",740,"17.07.2013 17:02:00 Uhr","17.07.2013 17:05:00 Uhr","17.07.2013 19:00:00 Uhr","17.07.2013 19:10:00 Uhr"
"150","EV",5677,"N14923","EWR","IND",645,"30.06.2013 10:25:00 Uhr","30.06.2013 10:29:00 Uhr","30.06.2013 12:25:00 Uhr","30.06.2013 12:40:00 Uhr"
"151","DL",673,"N305DQ","EWR","ATL",746,"18.07.2013 14:07:00 Uhr","18.07.2013 14:15:00 Uhr","18.07.2013 16:18:00 Uhr","18.07.2013 16:29:00 Uhr"
"152","EV",4596,"N26545","EWR","STL",872,"28.05.2013 16:03:00 Uhr","28.05.2013 15:21:00 Uhr","28.05.2013 17:32:00 Uhr","28.05.2013 17:05:00 Uhr"
"153","UA",1111,"N76519","EWR","LAS",2227,"20.12.2013 14:23:00 Uhr","20.12.2013 14:10:00 Uhr","20.12.2013 17:08:00 Uhr","20.12.2013 17:01:00 Uhr"
"154","US",2167,"N748UW","LGA","DCA",214,"19.07.2013 08:57:00 Uhr","19.07.2013 09:00:00 Uhr","19.07.2013 10:09:00 Uhr","19.07.2013 10:22:00 Uhr"
"155","UA",15,"N76064","EWR","HNL",4963,"22.09.2013 13:33:00 Uhr","22.09.2013 13:29:00 Uhr","22.09.2013 18:16:00 Uhr","22.09.2013 18:14:00 Uhr"
"156","US",2148,"N955UW","LGA","BOS",184,"27.11.2013 12:58:00 Uhr","27.11.2013 13:00:00 Uhr","27.11.2013 14:09:00 Uhr","27.11.2013 14:10:00 Uhr"
"157","US",1277,"N752US","LGA","CLT",544,"29.03.2013 09:54:00 Uhr","29.03.2013 10:00:00 Uhr","29.03.2013 11:47:00 Uhr","29.03.2013 12:09:00 Uhr"
"158","B6",483,"N597JB","JFK","MCO",944,"03.07.2013 09:57:00 Uhr","03.07.2013 09:59:00 Uhr","03.07.2013 12:34:00 Uhr","03.07.2013 12:37:00 Uhr"
"159","9E",3326,"N915XJ","JFK","IND",665,"04.10.2013 15:10:00 Uhr","04.10.2013 14:55:00 Uhr","04.10.2013 17:26:00 Uhr","04.10.2013 17:23:00 Uhr"
"160","UA",1580,"N27421","EWR","LAS",2227,"09.02.2013 17:22:00 Uhr","09.02.2013 16:55:00 Uhr","09.02.2013 19:44:00 Uhr","09.02.2013 19:40:00 Uhr"
"161","DL",2331,"N354NW","LGA","DTW",502,"27.02.2013 20:15:00 Uhr","27.02.2013 17:45:00 Uhr","27.02.2013 22:08:00 Uhr","27.02.2013 19:51:00 Uhr"
"162","WN",345,"N731SA","LGA","DEN",1620,"19.06.2013 18:25:00 Uhr","19.06.2013 17:40:00 Uhr","19.06.2013 21:06:00 Uhr","19.06.2013 20:15:00 Uhr"
"163","UA",799,"N517UA","JFK","SFO",2586,"24.01.2013 07:13:00 Uhr","24.01.2013 07:15:00 Uhr","24.01.2013 10:44:00 Uhr","24.01.2013 10:40:00 Uhr"
"164","US",2187,"N750UW","LGA","DCA",214,"26.09.2013 16:26:00 Uhr","26.09.2013 16:00:00 Uhr","26.09.2013 18:02:00 Uhr","26.09.2013 17:20:00 Uhr"
"165","EV",5699,"N825AS","LGA","IAD",229,"09.05.2013 14:28:00 Uhr","09.05.2013 14:30:00 Uhr","09.05.2013 15:31:00 Uhr","09.05.2013 15:55:00 Uhr"
"166","AA",145,"N5EXAA","JFK","MIA",1089,"27.12.2013 15:50:00 Uhr","27.12.2013 15:10:00 Uhr","27.12.2013 19:03:00 Uhr","27.12.2013 18:45:00 Uhr"
"167","9E",3521,"N901XJ","JFK","ORD",740,"15.01.2013 08:14:00 Uhr","15.01.2013 08:15:00 Uhr","15.01.2013 10:32:00 Uhr","15.01.2013 09:58:00 Uhr"
"168","DL",1394,"N3757D","JFK","PDX",2454,"24.04.2013 17:50:00 Uhr","24.04.2013 17:45:00 Uhr","24.04.2013 21:39:00 Uhr","24.04.2013 21:05:00 Uhr"
"169","DL",495,"N3760C","JFK","SEA",2422,"01.01.2013 07:43:00 Uhr","01.01.2013 07:30:00 Uhr","01.01.2013 10:59:00 Uhr","01.01.2013 10:56:00 Uhr"
"170","9E",4091,"N8751D","JFK","BWI",184,"19.02.2013 22:20:00 Uhr","19.02.2013 19:40:00 Uhr","19.02.2013 23:29:00 Uhr","19.02.2013 21:06:00 Uhr"
"171","B6",281,"N206JB","JFK","HOU",1428,"14.08.2013 08:13:00 Uhr","14.08.2013 08:15:00 Uhr","14.08.2013 11:05:00 Uhr","14.08.2013 10:57:00 Uhr"
"172","FL",682,"N316AT","LGA","ATL",762,"27.04.2013 18:54:00 Uhr","27.04.2013 19:02:00 Uhr","27.04.2013 21:08:00 Uhr","27.04.2013 21:25:00 Uhr"
"173","B6",157,"N796JB","JFK","MCO",944,"07.02.2013 16:01:00 Uhr","07.02.2013 16:00:00 Uhr","07.02.2013 18:53:00 Uhr","07.02.2013 19:09:00 Uhr"
"174","UA",1730,"N77258","EWR","FLL",1065,"22.12.2013 20:18:00 Uhr","22.12.2013 19:10:00 Uhr","22.12.2013 23:11:00 Uhr","22.12.2013 22:26:00 Uhr"
"175","UA",1053,"N34222","EWR","CLE",404,"13.05.2013 18:42:00 Uhr","13.05.2013 18:05:00 Uhr","13.05.2013 20:35:00 Uhr","13.05.2013 19:54:00 Uhr"
"176","EV",5302,"N748EV","LGA","SYR",198,"13.12.2013 16:11:00 Uhr","13.12.2013 15:15:00 Uhr","13.12.2013 17:31:00 Uhr","13.12.2013 16:43:00 Uhr"
"177","AA",337,"N4WVAA","LGA","ORD",733,"24.09.2013 15:44:00 Uhr","24.09.2013 14:20:00 Uhr","24.09.2013 17:11:00 Uhr","24.09.2013 15:55:00 Uhr"
"178","US",2161,"N769US","LGA","DCA",214,"03.06.2013 05:58:00 Uhr","03.06.2013 06:00:00 Uhr","03.06.2013 07:03:00 Uhr","03.06.2013 06:59:00 Uhr"
"179","B6",112,"N663JB","JFK","BUF",301,"23.01.2013 22:47:00 Uhr","23.01.2013 22:53:00 Uhr","23.01.2013 :05:00 Uhr","23.01.2013 0:15:00 Uhr"
"180","DL",1321,"N324US","EWR","MSP",1008,"13.11.2013 18:03:00 Uhr","13.11.2013 17:45:00 Uhr","13.11.2013 19:42:00 Uhr","13.11.2013 19:54:00 Uhr"
"181","B6",2702,"N510JB","JFK","BUF",301,"04.11.2013 06:57:00 Uhr","04.11.2013 07:01:00 Uhr","04.11.2013 08:21:00 Uhr","04.11.2013 08:31:00 Uhr"
"182","DL",1485,"N932DL","LGA","MCO",950,"05.03.2013 19:34:00 Uhr","05.03.2013 19:35:00 Uhr","05.03.2013 22:33:00 Uhr","05.03.2013 22:35:00 Uhr"
"183","B6",323,"N570JB","JFK","LAX",2475,"03.12.2013 12:08:00 Uhr","03.12.2013 11:47:00 Uhr","03.12.2013 15:44:00 Uhr","03.12.2013 14:57:00 Uhr"
"184","AA",2279,"N3BAAA","LGA","MIA",1096,"26.01.2013 07:10:00 Uhr","26.01.2013 07:00:00 Uhr","26.01.2013 10:11:00 Uhr","26.01.2013 10:15:00 Uhr"
"185","B6",2202,"N292JB","JFK","BUF",301,"30.11.2013 18:32:00 Uhr","30.11.2013 18:37:00 Uhr","30.11.2013 19:47:00 Uhr","30.11.2013 20:09:00 Uhr"
"186","EV",4691,"N16559","EWR","DAY",533,"14.06.2013 07:55:00 Uhr","14.06.2013 08:01:00 Uhr","14.06.2013 09:40:00 Uhr","14.06.2013 09:55:00 Uhr"
"187","DL",2147,"N917DL","LGA","ATL",762,"06.11.2013 17:55:00 Uhr","06.11.2013 18:00:00 Uhr","06.11.2013 20:32:00 Uhr","06.11.2013 20:39:00 Uhr"
"188","EV",4129,"N14907","EWR","DCA",199,"10.01.2013 13:08:00 Uhr","10.01.2013 12:59:00 Uhr","10.01.2013 14:12:00 Uhr","10.01.2013 14:02:00 Uhr"
"189","UA",269,"N854UA","EWR","ORD",719,"12.04.2013 18:47:00 Uhr","12.04.2013 18:00:00 Uhr","12.04.2013 20:08:00 Uhr","12.04.2013 19:44:00 Uhr"
"190","B6",408,"N193JB","JFK","PWM",273,"15.09.2013 16:59:00 Uhr","15.09.2013 17:05:00 Uhr","15.09.2013 18:10:00 Uhr","15.09.2013 18:28:00 Uhr"
"191","B6",1516,"N231JB","JFK","SYR",209,"31.07.2013 17:30:00 Uhr","31.07.2013 17:05:00 Uhr","31.07.2013 18:30:00 Uhr","31.07.2013 18:45:00 Uhr"
"192","DL",2319,"N3757D","LGA","MSP",1020,"29.07.2013 10:05:00 Uhr","29.07.2013 10:08:00 Uhr","29.07.2013 12:13:00 Uhr","29.07.2013 12:15:00 Uhr"
"193","EV",4140,"N10575","EWR","ATL",746,"18.11.2013 09:52:00 Uhr","18.11.2013 09:59:00 Uhr","18.11.2013 12:10:00 Uhr","18.11.2013 12:41:00 Uhr"
"194","MQ",3768,"N0EGMQ","EWR","ORD",719,"11.06.2013 05:54:00 Uhr","11.06.2013 06:00:00 Uhr","11.06.2013 07:02:00 Uhr","11.06.2013 07:20:00 Uhr"
"195","9E",2917,"N906XJ","JFK","DTW",509,"08.11.2013 16:05:00 Uhr","08.11.2013 16:00:00 Uhr","08.11.2013 18:15:00 Uhr","08.11.2013 18:24:00 Uhr"
"196","EV",4667,"N11140","EWR","MSP",1008,"17.04.2013 15:35:00 Uhr","17.04.2013 15:39:00 Uhr","17.04.2013 17:47:00 Uhr","17.04.2013 17:40:00 Uhr"
"197","DL",1785,"N366NB","LGA","PBI",1035,"04.12.2013 12:04:00 Uhr","04.12.2013 12:05:00 Uhr","04.12.2013 14:36:00 Uhr","04.12.2013 15:18:00 Uhr"
"198","DL",2047,"N669DN","LGA","ATL",762,"14.05.2013 07:58:00 Uhr","14.05.2013 07:59:00 Uhr","14.05.2013 10:08:00 Uhr","14.05.2013 10:28:00 Uhr"
"199","UA",1455,"N24729","LGA","ORD",733,"19.07.2013 19:17:00 Uhr","19.07.2013 18:00:00 Uhr","19.07.2013 20:58:00 Uhr","19.07.2013 19:46:00 Uhr"
"200","DL",1375,"N390DA","JFK","SLC",1990,"01.08.2013 12:43:00 Uhr","01.08.2013 12:50:00 Uhr","01.08.2013 15:59:00 Uhr","01.08.2013 15:47:00 Uhr"
"201","EV",4552,"N15912","EWR","GSO",445,"27.06.2013 14:49:00 Uhr","27.06.2013 13:15:00 Uhr","27.06.2013 16:16:00 Uhr","27.06.2013 14:49:00 Uhr"
"202","MQ",4404,"N856MQ","JFK","RDU",427,"16.01.2013 12:56:00 Uhr","16.01.2013 12:35:00 Uhr","16.01.2013 14:55:00 Uhr","16.01.2013 14:15:00 Uhr"
"203","DL",2219,"N917DL","LGA","MSP",1020,"06.12.2013 11:37:00 Uhr","06.12.2013 11:30:00 Uhr","06.12.2013 14:06:00 Uhr","06.12.2013 13:42:00 Uhr"
"204","UA",527,"N839UA","EWR","CLE",404,"29.11.2013 15:32:00 Uhr","29.11.2013 15:40:00 Uhr","29.11.2013 17:02:00 Uhr","29.11.2013 17:15:00 Uhr"
"205","UA",303,"N532UA","JFK","SFO",2586,"01.01.2013 06:11:00 Uhr","01.01.2013 06:00:00 Uhr","01.01.2013 09:45:00 Uhr","01.01.2013 09:31:00 Uhr"
"206","9E",3638,"N292PQ","LGA","IND",660,"27.12.2013 08:31:00 Uhr","27.12.2013 08:35:00 Uhr","27.12.2013 10:53:00 Uhr","27.12.2013 11:06:00 Uhr"
"207","MQ",3272,"N804MQ","LGA","CLE",419,"23.09.2013 08:06:00 Uhr","23.09.2013 08:10:00 Uhr","23.09.2013 10:02:00 Uhr","23.09.2013 09:55:00 Uhr"
"208","EV",4572,"N16999","EWR","GSP",594,"13.06.2013 17:25:00 Uhr","13.06.2013 14:59:00 Uhr","13.06.2013 20:05:00 Uhr","13.06.2013 16:59:00 Uhr"
"209","UA",1128,"N13750","LGA","IAH",1416,"05.11.2013 18:51:00 Uhr","05.11.2013 18:59:00 Uhr","05.11.2013 21:43:00 Uhr","05.11.2013 22:08:00 Uhr"
"210","B6",389,"N706JB","LGA","MCO",950,"29.03.2013 07:45:00 Uhr","29.03.2013 07:50:00 Uhr","29.03.2013 10:41:00 Uhr","29.03.2013 10:45:00 Uhr"
"211","AA",2297,"N3GSAA","LGA","MIA",1096,"20.09.2013 14:54:00 Uhr","20.09.2013 14:59:00 Uhr","20.09.2013 17:47:00 Uhr","20.09.2013 18:14:00 Uhr"
"212","UA",535,"N505UA","JFK","LAX",2475,"22.04.2013 19:56:00 Uhr","22.04.2013 17:55:00 Uhr","22.04.2013 23:05:00 Uhr","22.04.2013 21:03:00 Uhr"
"213","EV",5901,"N14186","EWR","ALB",143,"16.12.2013 13:10:00 Uhr","16.12.2013 13:10:00 Uhr","16.12.2013 14:09:00 Uhr","16.12.2013 14:08:00 Uhr"
"214","EV",4204,"N11155","EWR","OKC",1325,"05.08.2013 19:50:00 Uhr","05.08.2013 19:40:00 Uhr","05.08.2013 22:48:00 Uhr","05.08.2013 22:24:00 Uhr"
"215","DL",807,"N349NB","EWR","ATL",746,"04.10.2013 07:41:00 Uhr","04.10.2013 07:45:00 Uhr","04.10.2013 09:54:00 Uhr","04.10.2013 10:05:00 Uhr"
"216","DL",269,"N939DL","JFK","MIA",1089,"07.06.2013 08:12:00 Uhr","07.06.2013 08:15:00 Uhr","07.06.2013 11:46:00 Uhr","07.06.2013 11:22:00 Uhr"
"217","UA",1692,"N38257","EWR","MCO",937,"15.05.2013 22:04:00 Uhr","15.05.2013 21:29:00 Uhr","15.05.2013 0:30:00 Uhr","15.05.2013 0:26:00 Uhr"
"218","UA",1177,"N73283","EWR","ORD",719,"08.10.2013 18:12:00 Uhr","08.10.2013 18:03:00 Uhr","08.10.2013 19:34:00 Uhr","08.10.2013 19:45:00 Uhr"
"219","EV",3852,"N13968","EWR","DAY",533,"29.05.2013 12:33:00 Uhr","29.05.2013 12:10:00 Uhr","29.05.2013 14:10:00 Uhr","29.05.2013 14:07:00 Uhr"
"220","UA",421,"N420UA","EWR","SFO",2565,"29.04.2013 05:56:00 Uhr","29.04.2013 06:01:00 Uhr","29.04.2013 08:52:00 Uhr","29.04.2013 09:33:00 Uhr"
"221","US",2158,"N948UW","LGA","BOS",184,"04.08.2013 17:54:00 Uhr","04.08.2013 18:00:00 Uhr","04.08.2013 19:32:00 Uhr","04.08.2013 19:13:00 Uhr"
"222","US",2177,"N749US","LGA","DCA",214,"05.04.2013 13:53:00 Uhr","05.04.2013 14:00:00 Uhr","05.04.2013 15:00:00 Uhr","05.04.2013 15:13:00 Uhr"
"223","B6",2380,"N284JB","EWR","BOS",200,"02.09.2013 11:19:00 Uhr","02.09.2013 11:25:00 Uhr","02.09.2013 12:17:00 Uhr","02.09.2013 12:31:00 Uhr"
"224","EV",4304,"N16151","EWR","IAD",212,"11.08.2013 17:38:00 Uhr","11.08.2013 16:59:00 Uhr","11.08.2013 19:31:00 Uhr","11.08.2013 18:21:00 Uhr"
"225","UA",509,"N558UA","LGA","DEN",1620,"15.12.2013 17:21:00 Uhr","15.12.2013 17:24:00 Uhr","15.12.2013 19:42:00 Uhr","15.12.2013 19:53:00 Uhr"
"226","B6",461,"N606JB","LGA","PBI",1035,"30.07.2013 07:29:00 Uhr","30.07.2013 07:29:00 Uhr","30.07.2013 10:12:00 Uhr","30.07.2013 10:19:00 Uhr"
"227","EV",4424,"N11165","EWR","RDU",416,"18.08.2013 06:38:00 Uhr","18.08.2013 06:38:00 Uhr","18.08.2013 08:02:00 Uhr","18.08.2013 08:12:00 Uhr"
"228","EV",4388,"N15983","EWR","JAX",820,"02.02.2013 08:34:00 Uhr","02.02.2013 08:40:00 Uhr","02.02.2013 11:00:00 Uhr","02.02.2013 11:12:00 Uhr"
"229","B6",1161,"N583JB","LGA","PBI",1035,"19.11.2013 16:24:00 Uhr","19.11.2013 16:29:00 Uhr","19.11.2013 19:43:00 Uhr","19.11.2013 19:32:00 Uhr"
"230","WN",493,"N914WN","LGA","STL",888,"01.07.2013 17:56:00 Uhr","01.07.2013 15:55:00 Uhr","01.07.2013 19:25:00 Uhr","01.07.2013 17:40:00 Uhr"
"231","B6",929,"N583JB","JFK","RSW",1074,"30.08.2013 06:42:00 Uhr","30.08.2013 06:30:00 Uhr","30.08.2013 09:25:00 Uhr","30.08.2013 09:24:00 Uhr"
"232","UA",1053,"N16701","EWR","CLE",404,"06.12.2013 18:10:00 Uhr","06.12.2013 18:16:00 Uhr","06.12.2013 19:50:00 Uhr","06.12.2013 20:08:00 Uhr"
"233","UA",1440,"N23721","EWR","PBI",1023,"08.11.2013 08:35:00 Uhr","08.11.2013 08:37:00 Uhr","08.11.2013 11:32:00 Uhr","08.11.2013 11:48:00 Uhr"
"234","UA",343,"N579UA","LGA","DEN",1620,"16.12.2013 06:59:00 Uhr","16.12.2013 06:55:00 Uhr","16.12.2013 09:15:00 Uhr","16.12.2013 09:21:00 Uhr"
"235","EV",4538,"N10575","EWR","SDF",642,"18.11.2013 16:01:00 Uhr","18.11.2013 16:05:00 Uhr","18.11.2013 18:11:00 Uhr","18.11.2013 18:27:00 Uhr"
"236","DL",161,"N375DA","JFK","LAS",2248,"26.05.2013 15:54:00 Uhr","26.05.2013 15:55:00 Uhr","26.05.2013 18:26:00 Uhr","26.05.2013 18:39:00 Uhr"
"237","DL",347,"N3766","JFK","SJU",1598,"06.07.2013 21:12:00 Uhr","06.07.2013 21:15:00 Uhr","06.07.2013 0:59:00 Uhr","06.07.2013 01:26:00 Uhr"
"238","B6",185,"N646JB","JFK","SAN",2446,"10.02.2013 17:19:00 Uhr","10.02.2013 16:55:00 Uhr","10.02.2013 20:39:00 Uhr","10.02.2013 20:09:00 Uhr"
"239","DL",1164,"N327NW","JFK","BOS",187,"04.09.2013 14:57:00 Uhr","04.09.2013 14:55:00 Uhr","04.09.2013 16:16:00 Uhr","04.09.2013 16:14:00 Uhr"
"240","EV",4636,"N13956","EWR","DCA",199,"25.03.2013 10:25:00 Uhr","25.03.2013 09:29:00 Uhr","25.03.2013 11:44:00 Uhr","25.03.2013 10:44:00 Uhr"
"241","DL",763,"N194DN","JFK","LAX",2475,"02.08.2013 07:00:00 Uhr","02.08.2013 07:00:00 Uhr","02.08.2013 09:50:00 Uhr","02.08.2013 10:04:00 Uhr"
"242","WN",469,"N930WN","LGA","BNA",764,"07.02.2013 09:41:00 Uhr","07.02.2013 09:45:00 Uhr","07.02.2013 11:16:00 Uhr","07.02.2013 11:35:00 Uhr"
"243","UA",1712,"N38424","EWR","IAH",1400,"09.08.2013 12:06:00 Uhr","09.08.2013 12:03:00 Uhr","09.08.2013 14:18:00 Uhr","09.08.2013 14:35:00 Uhr"
"244","DL",221,"N967DL","LGA","ATL",762,"30.09.2013 15:57:00 Uhr","30.09.2013 16:00:00 Uhr","30.09.2013 18:32:00 Uhr","30.09.2013 18:35:00 Uhr"
"245","UA",1207,"N27239","EWR","SFO",2565,"23.05.2013 19:57:00 Uhr","23.05.2013 19:29:00 Uhr","23.05.2013 :05:00 Uhr","23.05.2013 23:10:00 Uhr"
"246","US",1772,"N556UW","JFK","CLT",541,"18.09.2013 06:07:00 Uhr","18.09.2013 06:15:00 Uhr","18.09.2013 08:01:00 Uhr","18.09.2013 08:11:00 Uhr"
"247","EV",5068,"N713EV","EWR","DTW",488,"30.10.2013 05:54:00 Uhr","30.10.2013 06:00:00 Uhr","30.10.2013 07:53:00 Uhr","30.10.2013 07:58:00 Uhr"
"248","UA",1118,"N38454","EWR","RSW",1068,"07.11.2013 15:48:00 Uhr","07.11.2013 15:49:00 Uhr","07.11.2013 18:57:00 Uhr","07.11.2013 18:59:00 Uhr"
"249","DL",2247,"N679DA","LGA","ATL",762,"27.03.2013 13:54:00 Uhr","27.03.2013 13:59:00 Uhr","27.03.2013 16:13:00 Uhr","27.03.2013 16:29:00 Uhr"
"250","DL",1854,"N302NB","LGA","FLL",1076,"17.12.2013 19:55:00 Uhr","17.12.2013 18:50:00 Uhr","17.12.2013 23:55:00 Uhr","17.12.2013 22:05:00 Uhr"
"251","WN",1354,"N230WN","LGA","BNA",764,"14.04.2013 18:20:00 Uhr","14.04.2013 18:25:00 Uhr","14.04.2013 19:59:00 Uhr","14.04.2013 20:05:00 Uhr"
"252","AA",67,"N3DVAA","JFK","SAN",2446,"21.10.2013 17:36:00 Uhr","21.10.2013 17:40:00 Uhr","21.10.2013 20:26:00 Uhr","21.10.2013 20:35:00 Uhr"
"253","UA",1491,"N38268","LGA","ORD",733,"13.06.2013 18:46:00 Uhr","13.06.2013 17:00:00 Uhr","13.06.2013 20:43:00 Uhr","13.06.2013 18:44:00 Uhr"
"254","EV",4702,"N12163","EWR","GSO",445,"25.04.2013 18:10:00 Uhr","25.04.2013 16:32:00 Uhr","25.04.2013 19:40:00 Uhr","25.04.2013 18:11:00 Uhr"
"255","EV",4187,"N15985","EWR","BNA",748,"24.06.2013 10:12:00 Uhr","24.06.2013 10:12:00 Uhr","24.06.2013 11:22:00 Uhr","24.06.2013 11:32:00 Uhr"
"256","WN",1454,"N948WN","EWR","MSY",1167,"02.08.2013 18:56:00 Uhr","02.08.2013 18:30:00 Uhr","02.08.2013 21:07:00 Uhr","02.08.2013 20:55:00 Uhr"
"257","MQ",3404,"N804MQ","LGA","RDU",431,"29.10.2013 11:57:00 Uhr","29.10.2013 12:05:00 Uhr","29.10.2013 13:34:00 Uhr","29.10.2013 13:50:00 Uhr"
"258","FL",347,"N267AT","LGA","ATL",762,"26.03.2013 11:52:00 Uhr","26.03.2013 11:54:00 Uhr","26.03.2013 14:11:00 Uhr","26.03.2013 14:20:00 Uhr"
"259","HA",51,"N391HA","JFK","HNL",4983,"15.09.2013 10:02:00 Uhr","15.09.2013 10:00:00 Uhr","15.09.2013 14:42:00 Uhr","15.09.2013 14:45:00 Uhr"
"260","AA",1111,"N3BYAA","LGA","DFW",1389,"30.12.2013 07:35:00 Uhr","30.12.2013 07:45:00 Uhr","30.12.2013 11:01:00 Uhr","30.12.2013 11:00:00 Uhr"
"261","MQ",3388,"N834MQ","LGA","CMH",479,"01.11.2013 12:56:00 Uhr","01.11.2013 13:00:00 Uhr","01.11.2013 14:43:00 Uhr","01.11.2013 14:50:00 Uhr"
"262","UA",1683,"N37464","EWR","CLE",404,"04.04.2013 16:41:00 Uhr","04.04.2013 16:46:00 Uhr","04.04.2013 18:12:00 Uhr","04.04.2013 18:25:00 Uhr"
"263","EV",3824,"N13550","EWR","GSO",445,"31.05.2013 07:38:00 Uhr","31.05.2013 07:46:00 Uhr","31.05.2013 09:04:00 Uhr","31.05.2013 09:27:00 Uhr"
"264","B6",209,"N586JB","JFK","LGB",2465,"10.05.2013 13:55:00 Uhr","10.05.2013 13:58:00 Uhr","10.05.2013 16:49:00 Uhr","10.05.2013 17:04:00 Uhr"
"265","MQ",3591,"N836MQ","LGA","RDU",431,"21.11.2013 18:37:00 Uhr","21.11.2013 18:55:00 Uhr","21.11.2013 20:29:00 Uhr","21.11.2013 20:40:00 Uhr"
"266","EV",5801,"N13968","EWR","BUF",282,"07.11.2013 14:51:00 Uhr","07.11.2013 14:51:00 Uhr","07.11.2013 16:07:00 Uhr","07.11.2013 16:06:00 Uhr"
"267","AA",2267,"N3HFAA","LGA","MIA",1096,"24.02.2013 07:51:00 Uhr","24.02.2013 07:55:00 Uhr","24.02.2013 12:55:00 Uhr","24.02.2013 11:10:00 Uhr"
"268","UA",1163,"N77520","EWR","BOS",200,"19.08.2013 10:36:00 Uhr","19.08.2013 10:38:00 Uhr","19.08.2013 11:39:00 Uhr","19.08.2013 11:52:00 Uhr"
"269","US",1059,"N184US","EWR","CLT",529,"20.07.2013 08:08:00 Uhr","20.07.2013 08:15:00 Uhr","20.07.2013 09:52:00 Uhr","20.07.2013 10:08:00 Uhr"
"270","AA",1151,"N3KSAA","LGA","DFW",1389,"25.11.2013 13:41:00 Uhr","25.11.2013 13:45:00 Uhr","25.11.2013 16:56:00 Uhr","25.11.2013 16:55:00 Uhr"
"271","US",1103,"N165US","EWR","CLT",529,"05.05.2013 10:16:00 Uhr","05.05.2013 10:20:00 Uhr","05.05.2013 12:06:00 Uhr","05.05.2013 12:10:00 Uhr"
"272","EV",5406,"N604QX","EWR","MSP",1008,"27.04.2013 11:16:00 Uhr","27.04.2013 11:25:00 Uhr","27.04.2013 12:56:00 Uhr","27.04.2013 13:25:00 Uhr"
"273","EV",3819,"N16561","EWR","CVG",569,"08.11.2013 05:53:00 Uhr","08.11.2013 06:00:00 Uhr","08.11.2013 08:10:00 Uhr","08.11.2013 08:10:00 Uhr"
"274","EV",5048,"N760EV","LGA","RIC",292,"15.11.2013 20:55:00 Uhr","15.11.2013 21:00:00 Uhr","15.11.2013 22:05:00 Uhr","15.11.2013 22:39:00 Uhr"
"275","AA",313,"N471AA","LGA","ORD",733,"30.09.2013 09:05:00 Uhr","30.09.2013 09:10:00 Uhr","30.09.2013 10:31:00 Uhr","30.09.2013 10:55:00 Uhr"
"276","EV",5258,"N605QX","LGA","MHT",195,"17.06.2013 23:37:00 Uhr","17.06.2013 22:25:00 Uhr","17.06.2013 0:27:00 Uhr","17.06.2013 23:30:00 Uhr"
"277","UA",1283,"N76254","EWR","SJU",1608,"06.01.2013 11:53:00 Uhr","06.01.2013 11:25:00 Uhr","06.01.2013 16:43:00 Uhr","06.01.2013 16:18:00 Uhr"
"278","US",17,"N510UW","JFK","PHX",2153,"31.05.2013 16:26:00 Uhr","31.05.2013 16:29:00 Uhr","31.05.2013 18:45:00 Uhr","31.05.2013 18:53:00 Uhr"
"279","EV",5693,"N909EV","LGA","IAD",229,"21.01.2013 19:22:00 Uhr","21.01.2013 19:36:00 Uhr","21.01.2013 20:32:00 Uhr","21.01.2013 20:56:00 Uhr"
"280","DL",409,"N703TW","JFK","SFO",2586,"22.11.2013 16:00:00 Uhr","22.11.2013 16:00:00 Uhr","22.11.2013 20:00:00 Uhr","22.11.2013 19:47:00 Uhr"
"281","EV",4221,"N13913","EWR","BUF",282,"11.03.2013 11:28:00 Uhr","11.03.2013 10:56:00 Uhr","11.03.2013 12:32:00 Uhr","11.03.2013 12:15:00 Uhr"
